Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
03.01.2017 11:00;03.01.2017 12:00;83.468,00;27.304,00;3.165,25;20.879,00;3.259,75;56.164,00
03.01.2017 12:00;03.01.2017 13:00;85.208,00;29.396,00;3.206,75;22.525,50;3.663,75;55.812,00
03.01.2017 13:00;03.01.2017 14:00;84.369,00;30.620,75;3.224,25;24.103,50;3.293,00;53.748,25
03.01.2017 14:00;03.01.2017 15:00;82.749,00;30.997,25;3.230,00;25.502,75;2.264,50;51.751,75
03.01.2017 15:00;03.01.2017 16:00;82.297,00;30.835,25;3.235,00;26.641,50;958,75;51.461,75
03.01.2017 16:00;03.01.2017 17:00;82.554,00;31.078,75;3.235,00;27.729,50;114,25;51.475,25
03.01.2017 17:00;03.01.2017 18:00;85.277,00;32.125,75;3.226,25;28.890,25;9,25;53.151,25
03.01.2017 18:00;03.01.2017 19:00;85.265,00;33.177,50;3.213,75;29.955,75;8,00;52.087,50
03.01.2017 19:00;03.01.2017 20:00;84.111,00;33.974,00;3.195,00;30.779,00;0,00;50.137,00
03.01.2017 20:00;03.01.2017 21:00;81.516,00;34.675,50;3.161,00;31.514,50;0,00;46.840,50
03.01.2017 21:00;03.01.2017 22:00;78.864,00;35.126,25;3.125,50;32.000,75;0,00;43.737,75
03.01.2017 22:00;03.01.2017 23:00;76.906,00;35.510,50;3.086,50;32.424,00;0,00;41.395,50
03.01.2017 23:00;04.01.2017 00:00;73.841,00;35.894,50;3.048,50;32.846,00;0,00;37.946,50
04.01.2017 00:00;04.01.2017 01:00;71.873,00;37.252,50;2.968,50;34.284,00;0,00;34.620,50
04.01.2017 01:00;04.01.2017 02:00;69.932,00;37.210,00;2.935,50;34.274,50;0,00;32.722,00
04.01.2017 02:00;04.01.2017 03:00;69.416,00;36.808,25;2.859,75;33.948,50;0,00;32.607,75
04.01.2017 03:00;04.01.2017 04:00;69.368,00;36.700,25;2.835,25;33.865,00;0,00;32.667,75
04.01.2017 04:00;04.01.2017 05:00;69.544,00;36.805,75;2.781,25;34.024,50;0,00;32.738,25
04.01.2017 05:00;04.01.2017 06:00;70.923,00;37.023,00;2.737,50;34.285,50;0,00;33.900,00
04.01.2017 06:00;04.01.2017 07:00;77.434,00;37.124,25;2.666,50;34.457,75;0,00;40.309,75
04.01.2017 07:00;04.01.2017 08:00;82.319,00;37.186,00;2.612,50;34.565,25;8,25;45.133,00
04.01.2017 08:00;04.01.2017 09:00;84.884,00;37.213,00;2.679,00;34.449,00;85,00;47.671,00
04.01.2017 09:00;04.01.2017 10:00;85.343,00;37.413,75;2.736,25;34.035,00;642,50;47.929,25
04.01.2017 10:00;04.01.2017 11:00;86.348,00;38.057,50;2.877,25;33.578,50;1.601,75;48.290,50
04.01.2017 11:00;04.01.2017 12:00;87.030,00;38.450,00;2.975,50;33.155,75;2.318,75;48.580,00
04.01.2017 12:00;04.01.2017 13:00;86.595,00;38.115,00;2.998,25;32.572,00;2.544,75;48.480,00
04.01.2017 13:00;04.01.2017 14:00;85.523,00;36.978,50;2.963,00;31.778,25;2.237,25;48.544,50
04.01.2017 14:00;04.01.2017 15:00;83.597,00;35.121,75;2.930,00;30.700,25;1.491,50;48.475,25
04.01.2017 15:00;04.01.2017 16:00;82.109,00;32.893,50;2.903,75;29.389,00;600,75;49.215,50
04.01.2017 16:00;04.01.2017 17:00;81.137,00;30.796,50;2.915,50;27.814,50;66,50;50.340,50
04.01.2017 17:00;04.01.2017 18:00;82.203,00;29.017,75;2.967,50;26.042,25;8,00;53.185,25
04.01.2017 18:00;04.01.2017 19:00;81.966,00;27.598,25;2.999,50;24.590,75;8,00;54.367,75
04.01.2017 19:00;04.01.2017 20:00;80.309,00;26.324,50;3.058,25;23.266,25;0,00;53.984,50
04.01.2017 20:00;04.01.2017 21:00;75.177,00;25.139,25;3.098,50;22.040,75;0,00;50.037,75
04.01.2017 21:00;04.01.2017 22:00;71.597,00;24.099,25;3.081,00;21.018,25;0,00;47.497,75
04.01.2017 22:00;04.01.2017 23:00;69.045,00;22.948,50;2.961,00;19.987,50;0,00;46.096,50
04.01.2017 23:00;05.01.2017 00:00;65.879,00;21.480,50;2.761,00;18.719,50;0,00;44.398,50
05.01.2017 00:00;05.01.2017 01:00;64.108,00;20.027,50;2.259,25;17.768,25;0,00;44.080,50
05.01.2017 01:00;05.01.2017 02:00;61.655,00;18.369,00;1.977,75;16.391,25;0,00;43.286,00
05.01.2017 02:00;05.01.2017 03:00;59.221,00;17.005,50;1.825,50;15.180,00;0,00;42.215,50
05.01.2017 03:00;05.01.2017 04:00;58.948,00;15.912,75;1.709,75;14.203,00;0,00;43.035,25
05.01.2017 04:00;05.01.2017 05:00;61.381,00;15.157,50;1.644,00;13.513,50;0,00;46.223,50
05.01.2017 05:00;05.01.2017 06:00;64.157,00;14.621,50;1.608,75;13.012,75;0,00;49.535,50
05.01.2017 06:00;05.01.2017 07:00;72.707,00;13.981,25;1.515,00;12.466,25;0,00;58.725,75
05.01.2017 07:00;05.01.2017 08:00;78.611,00;13.379,50;1.427,50;11.943,75;8,25;65.231,50
05.01.2017 08:00;05.01.2017 09:00;82.133,00;12.875,50;1.373,75;11.331,25;170,50;69.257,50
05.01.2017 09:00;05.01.2017 10:00;82.543,00;13.439,00;1.298,25;10.804,25;1.336,50;69.104,00
05.01.2017 10:00;05.01.2017 11:00;83.613,00;14.874,75;1.190,00;10.541,75;3.143,00;68.738,25
05.01.2017 11:00;05.01.2017 12:00;84.874,00;16.232,50;1.036,00;10.660,50;4.536,00;68.641,50
05.01.2017 12:00;05.01.2017 13:00;85.256,00;16.857,00;894,75;10.897,50;5.064,75;68.399,00
05.01.2017 13:00;05.01.2017 14:00;84.229,00;16.300,75;798,75;10.834,50;4.667,50;67.928,25
05.01.2017 14:00;05.01.2017 15:00;82.145,00;14.366,00;718,50;10.305,00;3.342,50;67.779,00
05.01.2017 15:00;05.01.2017 16:00;80.486,00;11.577,25;642,00;9.527,25;1.408,00;68.908,75
05.01.2017 16:00;05.01.2017 17:00;82.084,00;9.732,25;561,25;9.038,00;133,00;72.351,75
05.01.2017 17:00;05.01.2017 18:00;82.858,00;9.301,25;486,75;8.805,75;8,75;73.556,75
05.01.2017 18:00;05.01.2017 19:00;81.868,00;9.081,75;423,50;8.650,25;8,00;72.786,25
05.01.2017 19:00;05.01.2017 20:00;81.374,00;8.667,00;371,00;8.296,00;0,00;72.707,00
05.01.2017 20:00;05.01.2017 21:00;78.588,00;8.002,25;300,75;7.701,50;0,00;70.585,75
05.01.2017 21:00;05.01.2017 22:00;71.249,00;7.287,75;239,50;7.048,25;0,00;63.961,25
05.01.2017 22:00;05.01.2017 23:00;70.485,00;6.674,00;198,75;6.475,25;0,00;63.811,00
05.01.2017 23:00;06.01.2017 00:00;65.174,00;6.225,50;195,75;6.029,75;0,00;58.948,50
06.01.2017 00:00;06.01.2017 01:00;62.382,00;6.007,25;142,00;5.865,25;0,00;56.374,75
06.01.2017 01:00;06.01.2017 02:00;60.782,00;5.641,25;139,50;5.501,75;0,00;55.140,75
06.01.2017 02:00;06.01.2017 03:00;60.291,00;5.322,25;142,50;5.179,75;0,00;54.968,75
06.01.2017 03:00;06.01.2017 04:00;59.513,00;5.047,75;158,00;4.889,75;0,00;54.465,25
06.01.2017 04:00;06.01.2017 05:00;59.925,00;4.909,25;206,25;4.703,00;0,00;55.015,75
06.01.2017 05:00;06.01.2017 06:00;63.314,00;4.877,00;297,00;4.580,00;0,00;58.437,00
06.01.2017 06:00;06.01.2017 07:00;68.187,00;4.874,25;417,25;4.457,00;0,00;63.312,75
06.01.2017 07:00;06.01.2017 08:00;72.180,00;4.862,00;547,75;4.306,00;8,25;67.318,00
06.01.2017 08:00;06.01.2017 09:00;76.441,00;5.101,75;684,75;4.107,00;310,00;71.339,25
06.01.2017 09:00;06.01.2017 10:00;80.135,00;7.098,00;847,25;3.925,00;2.325,75;73.037,00
06.01.2017 10:00;06.01.2017 11:00;83.123,00;9.722,00;1.038,75;3.737,75;4.945,50;73.401,00
06.01.2017 11:00;06.01.2017 12:00;83.934,00;11.420,25;1.265,00;3.514,25;6.641,00;72.513,75
06.01.2017 12:00;06.01.2017 13:00;84.251,00;11.992,50;1.484,00;3.368,00;7.140,50;72.258,50
06.01.2017 13:00;06.01.2017 14:00;82.848,00;11.300,50;1.642,75;3.325,00;6.332,75;71.547,50
06.01.2017 14:00;06.01.2017 15:00;79.764,00;9.507,75;1.714,00;3.366,00;4.427,75;70.256,25
06.01.2017 15:00;06.01.2017 16:00;76.814,00;7.106,50;1.775,25;3.433,75;1.897,50;69.707,50
06.01.2017 16:00;06.01.2017 17:00;77.198,00;5.760,50;1.864,25;3.712,25;184,00;71.437,50
06.01.2017 17:00;06.01.2017 18:00;81.455,00;6.291,00;1.997,75;4.285,00;8,25;75.164,00
06.01.2017 18:00;06.01.2017 19:00;80.787,00;7.109,00;2.137,00;4.964,00;8,00;73.678,00
06.01.2017 19:00;06.01.2017 20:00;80.151,00;7.889,75;2.264,50;5.625,25;0,00;72.261,25
06.01.2017 20:00;06.01.2017 21:00;75.282,00;8.502,75;2.398,75;6.104,00;0,00;66.779,25
06.01.2017 21:00;06.01.2017 22:00;72.327,00;9.081,50;2.522,50;6.559,00;0,00;63.245,50
06.01.2017 22:00;06.01.2017 23:00;70.503,00;9.595,75;2.607,00;6.988,75;0,00;60.907,25
06.01.2017 23:00;07.01.2017 00:00;67.020,00;10.083,75;2.657,00;7.426,75;0,00;56.936,25
07.01.2017 00:00;07.01.2017 01:00;66.611,00;10.495,75;2.868,25;7.627,50;0,00;56.115,25
07.01.2017 01:00;07.01.2017 02:00;64.648,00;10.940,00;2.933,00;8.007,00;0,00;53.708,00
07.01.2017 02:00;07.01.2017 03:00;64.421,00;11.406,25;2.963,50;8.442,75;0,00;53.014,75
07.01.2017 03:00;07.01.2017 04:00;64.971,00;11.927,25;2.978,00;8.949,25;0,00;53.043,75
07.01.2017 04:00;07.01.2017 05:00;64.462,00;12.484,25;2.963,25;9.521,00;0,00;51.977,75
07.01.2017 05:00;07.01.2017 06:00;64.580,00;12.985,00;2.845,75;10.139,25;0,00;51.595,00
07.01.2017 06:00;07.01.2017 07:00;65.506,00;13.487,00;2.683,50;10.803,50;0,00;52.019,00
07.01.2017 07:00;07.01.2017 08:00;70.718,00;13.839,75;2.496,50;11.335,00;8,25;56.878,25
07.01.2017 08:00;07.01.2017 09:00;74.486,00;14.023,25;2.310,25;11.550,00;163,00;60.462,75
07.01.2017 09:00;07.01.2017 10:00;76.218,00;14.683,50;2.198,00;11.604,50;881,00;61.534,50
07.01.2017 10:00;07.01.2017 11:00;78.592,00;15.488,75;2.049,75;11.657,00;1.782,00;63.103,25
07.01.2017 11:00;07.01.2017 12:00;79.896,00;15.777,25;1.843,00;11.554,00;2.380,25;64.118,75
07.01.2017 12:00;07.01.2017 13:00;80.143,00;15.530,00;1.754,75;11.354,00;2.421,25;64.613,00
07.01.2017 13:00;07.01.2017 14:00;78.851,00;14.929,25;1.789,00;11.172,00;1.968,25;63.921,75
07.01.2017 14:00;07.01.2017 15:00;77.198,00;14.149,50;1.905,75;10.992,75;1.251,00;63.048,50
07.01.2017 15:00;07.01.2017 16:00;76.800,00;13.513,50;1.996,75;10.997,25;519,50;63.286,50
07.01.2017 16:00;07.01.2017 17:00;78.216,00;13.030,00;2.063,25;10.895,00;71,75;65.186,00
07.01.2017 17:00;07.01.2017 18:00;81.608,00;12.759,50;2.099,00;10.651,75;8,75;68.848,50
07.01.2017 18:00;07.01.2017 19:00;82.282,00;12.693,25;2.129,50;10.555,75;8,00;69.588,75
07.01.2017 19:00;07.01.2017 20:00;80.826,00;12.562,50;2.127,00;10.435,50;0,00;68.263,50
07.01.2017 20:00;07.01.2017 21:00;76.736,00;12.290,00;2.149,75;10.140,25;0,00;64.446,00
07.01.2017 21:00;07.01.2017 22:00;72.269,00;11.888,00;2.174,25;9.713,75;0,00;60.381,00
07.01.2017 22:00;07.01.2017 23:00;71.575,00;11.285,75;2.106,75;9.179,00;0,00;60.289,25
07.01.2017 23:00;08.01.2017 00:00;68.783,00;10.537,50;1.888,25;8.649,25;0,00;58.245,50
08.01.2017 00:00;08.01.2017 01:00;66.366,00;9.146,00;1.541,75;7.604,25;0,00;57.220,00
08.01.2017 01:00;08.01.2017 02:00;62.789,00;8.229,50;1.293,25;6.936,25;0,00;54.559,50
08.01.2017 02:00;08.01.2017 03:00;61.375,00;7.160,75;1.013,25;6.147,50;0,00;54.214,25
08.01.2017 03:00;08.01.2017 04:00;60.851,00;6.139,00;730,75;5.408,25;0,00;54.712,00
08.01.2017 04:00;08.01.2017 05:00;60.203,00;5.188,25;493,25;4.695,00;0,00;55.014,75
08.01.2017 05:00;08.01.2017 06:00;59.449,00;4.357,75;316,50;4.041,25;0,00;55.091,25
08.01.2017 06:00;08.01.2017 07:00;59.643,00;3.640,00;190,75;3.449,25;0,00;56.003,00
08.01.2017 07:00;08.01.2017 08:00;61.922,00;3.067,75;115,50;2.944,25;8,00;58.854,25
08.01.2017 08:00;08.01.2017 09:00;65.439,00;2.613,00;86,00;2.467,50;59,50;62.826,00
08.01.2017 09:00;08.01.2017 10:00;68.658,00;2.522,25;56,75;2.082,75;382,75;66.135,75
08.01.2017 10:00;08.01.2017 11:00;70.549,00;2.725,25;40,00;1.762,50;922,75;67.823,75
08.01.2017 11:00;08.01.2017 12:00;73.741,00;2.940,75;31,25;1.539,00;1.370,50;70.800,25
08.01.2017 12:00;08.01.2017 13:00;73.100,00;3.070,50;20,00;1.488,50;1.562,00;70.029,50
08.01.2017 13:00;08.01.2017 14:00;70.887,00;2.972,75;17,75;1.517,75;1.437,25;67.914,25
08.01.2017 14:00;08.01.2017 15:00;69.345,00;2.528,75;21,50;1.510,75;996,50;66.816,25
08.01.2017 15:00;08.01.2017 16:00;69.600,00;1.988,75;30,75;1.541,75;416,25;67.611,25
08.01.2017 16:00;08.01.2017 17:00;71.955,00;1.711,00;58,00;1.591,00;62,00;70.244,00
08.01.2017 17:00;08.01.2017 18:00;75.879,00;1.756,25;98,75;1.649,00;8,50;74.122,75
08.01.2017 18:00;08.01.2017 19:00;77.028,00;1.912,75;140,50;1.764,25;8,00;75.115,25
08.01.2017 19:00;08.01.2017 20:00;74.883,00;2.091,75;203,25;1.888,50;0,00;72.791,25
08.01.2017 20:00;08.01.2017 21:00;72.466,00;2.335,00;276,00;2.059,00;0,00;70.131,00
08.01.2017 21:00;08.01.2017 22:00;69.427,00;2.693,25;357,50;2.335,75;0,00;66.733,75
08.01.2017 22:00;08.01.2017 23:00;68.894,00;3.042,00;444,50;2.597,50;0,00;65.852,00
08.01.2017 23:00;09.01.2017 00:00;66.373,00;3.319,00;508,25;2.810,75;0,00;63.054,00
09.01.2017 00:00;09.01.2017 01:00;61.802,00;4.129,50;877,25;3.252,25;0,00;57.672,50
09.01.2017 01:00;09.01.2017 02:00;60.998,00;4.225,50;919,25;3.306,25;0,00;56.772,50
09.01.2017 02:00;09.01.2017 03:00;60.351,00;4.247,75;940,50;3.307,25;0,00;56.103,25
09.01.2017 03:00;09.01.2017 04:00;61.110,00;4.355,75;976,50;3.379,25;0,00;56.754,25
09.01.2017 04:00;09.01.2017 05:00;63.025,00;4.618,00;1.047,00;3.571,00;0,00;58.407,00
09.01.2017 05:00;09.01.2017 06:00;66.759,00;5.046,50;1.200,75;3.845,75;0,00;61.712,50
09.01.2017 06:00;09.01.2017 07:00;75.184,00;5.623,50;1.402,50;4.221,00;0,00;69.560,50
09.01.2017 07:00;09.01.2017 08:00;83.241,00;6.189,00;1.661,75;4.519,25;8,00;77.052,00
09.01.2017 08:00;09.01.2017 09:00;86.422,00;6.936,00;1.925,25;4.912,00;98,75;79.486,00
09.01.2017 09:00;09.01.2017 10:00;88.186,00;7.954,75;2.153,75;5.223,00;578,00;80.231,25
09.01.2017 10:00;09.01.2017 11:00;89.399,00;8.993,75;2.362,25;5.374,50;1.257,00;80.405,25
09.01.2017 11:00;09.01.2017 12:00;90.097,00;9.766,75;2.525,50;5.460,75;1.780,50;80.330,25
09.01.2017 12:00;09.01.2017 13:00;89.400,00;10.267,75;2.688,50;5.618,00;1.961,25;79.132,25
09.01.2017 13:00;09.01.2017 14:00;88.879,00;10.560,75;2.791,75;6.009,25;1.759,75;78.318,25
09.01.2017 14:00;09.01.2017 15:00;87.341,00;10.713,75;2.866,25;6.617,25;1.230,25;76.627,25
09.01.2017 15:00;09.01.2017 16:00;87.034,00;10.818,50;2.937,25;7.334,75;546,50;76.215,50
09.01.2017 16:00;09.01.2017 17:00;87.850,00;11.405,25;2.984,00;8.340,25;81,00;76.444,75
09.01.2017 17:00;09.01.2017 18:00;92.486,00;12.633,75;3.018,25;9.607,25;8,25;79.852,25
09.01.2017 18:00;09.01.2017 19:00;91.823,00;13.878,25;3.050,25;10.820,00;8,00;77.944,75
09.01.2017 19:00;09.01.2017 20:00;90.344,00;14.803,00;3.054,00;11.749,00;0,00;75.541,00
09.01.2017 20:00;09.01.2017 21:00;86.088,00;15.431,50;3.075,75;12.355,75;0,00;70.656,50
09.01.2017 21:00;09.01.2017 22:00;81.704,00;16.019,75;3.104,25;12.915,50;0,00;65.684,25
09.01.2017 22:00;09.01.2017 23:00;77.699,00;16.481,25;3.075,25;13.406,00;0,00;61.217,75
09.01.2017 23:00;10.01.2017 00:00;73.586,00;16.801,25;2.922,50;13.878,75;0,00;56.784,75
10.01.2017 00:00;10.01.2017 01:00;71.282,00;17.301,25;2.914,75;14.386,50;0,00;53.980,75
10.01.2017 01:00;10.01.2017 02:00;70.417,00;17.650,75;2.714,00;14.936,75;0,00;52.766,25
10.01.2017 02:00;10.01.2017 03:00;69.397,00;17.905,00;2.426,25;15.478,75;0,00;51.492,00
10.01.2017 03:00;10.01.2017 04:00;69.203,00;17.993,25;2.103,25;15.890,00;0,00;51.209,75
10.01.2017 04:00;10.01.2017 05:00;69.742,00;17.537,50;1.800,75;15.736,75;0,00;52.204,50
10.01.2017 05:00;10.01.2017 06:00;72.002,00;16.507,75;1.465,50;15.042,25;0,00;55.494,25
10.01.2017 06:00;10.01.2017 07:00;79.183,00;15.671,50;1.267,00;14.404,50;0,00;63.511,50
10.01.2017 07:00;10.01.2017 08:00;86.566,00;14.902,75;1.102,50;13.792,00;8,25;71.663,25
10.01.2017 08:00;10.01.2017 09:00;90.348,00;14.204,00;1.048,25;13.046,00;109,75;76.144,00
10.01.2017 09:00;10.01.2017 10:00;89.804,00;13.900,50;1.080,75;12.161,00;658,75;75.903,50
10.01.2017 10:00;10.01.2017 11:00;90.981,00;13.708,25;1.139,50;11.087,75;1.481,00;77.272,75
10.01.2017 11:00;10.01.2017 12:00;90.574,00;13.110,00;1.254,50;9.726,50;2.129,00;77.464,00
10.01.2017 12:00;10.01.2017 13:00;89.858,00;12.089,75;1.372,75;8.369,50;2.347,50;77.768,25
10.01.2017 13:00;10.01.2017 14:00;88.905,00;11.038,50;1.471,25;7.470,75;2.096,50;77.866,50
10.01.2017 14:00;10.01.2017 15:00;87.949,00;10.235,25;1.541,50;7.273,25;1.420,50;77.713,75
10.01.2017 15:00;10.01.2017 16:00;86.945,00;9.519,00;1.592,25;7.357,25;569,50;77.426,00
10.01.2017 16:00;10.01.2017 17:00;87.625,00;9.455,75;1.602,50;7.785,00;68,25;78.169,25
10.01.2017 17:00;10.01.2017 18:00;90.045,00;9.975,00;1.590,00;8.377,00;8,00;80.070,00
10.01.2017 18:00;10.01.2017 19:00;90.642,00;10.391,50;1.589,25;8.794,25;8,00;80.250,50
10.01.2017 19:00;10.01.2017 20:00;88.778,00;10.534,25;1.602,50;8.931,75;0,00;78.243,75
10.01.2017 20:00;10.01.2017 21:00;83.911,00;10.504,75;1.601,25;8.903,50;0,00;73.406,25
10.01.2017 21:00;10.01.2017 22:00;79.143,00;10.459,50;1.598,75;8.860,75;0,00;68.683,50
10.01.2017 22:00;10.01.2017 23:00;73.318,00;10.567,75;1.687,25;8.880,50;0,00;62.750,25
10.01.2017 23:00;11.01.2017 00:00;68.313,00;10.912,25;1.830,25;9.082,00;0,00;57.400,75
11.01.2017 00:00;11.01.2017 01:00;67.132,00;12.250,75;2.884,25;9.366,50;0,00;54.881,25
11.01.2017 01:00;11.01.2017 02:00;65.686,00;13.079,50;3.027,00;10.052,50;0,00;52.606,50
11.01.2017 02:00;11.01.2017 03:00;64.354,00;14.339,25;3.175,25;11.164,00;0,00;50.014,75
11.01.2017 03:00;11.01.2017 04:00;64.832,00;15.906,25;3.320,25;12.586,00;0,00;48.925,75
11.01.2017 04:00;11.01.2017 05:00;67.065,00;17.730,75;3.405,00;14.325,75;0,00;49.334,25
11.01.2017 05:00;11.01.2017 06:00;70.286,00;19.946,50;3.426,50;16.520,00;0,00;50.339,50
11.01.2017 06:00;11.01.2017 07:00;78.561,00;22.366,50;3.388,75;18.977,75;0,00;56.194,50
11.01.2017 07:00;11.01.2017 08:00;86.281,00;24.898,25;3.334,75;21.554,75;8,75;61.382,75
11.01.2017 08:00;11.01.2017 09:00;90.707,00;27.589,25;3.358,50;24.084,25;146,50;63.117,75
11.01.2017 09:00;11.01.2017 10:00;92.649,00;30.602,50;3.378,25;26.425,50;798,75;62.046,50
11.01.2017 10:00;11.01.2017 11:00;94.759,00;33.219,75;3.397,75;28.280,50;1.541,50;61.539,25
11.01.2017 11:00;11.01.2017 12:00;95.590,00;34.963,00;3.405,75;29.603,00;1.954,25;60.627,00
11.01.2017 12:00;11.01.2017 13:00;95.765,00;35.869,50;3.401,00;30.549,00;1.919,50;59.895,50
11.01.2017 13:00;11.01.2017 14:00;94.512,00;36.210,75;3.394,00;31.217,25;1.599,50;58.301,25
11.01.2017 14:00;11.01.2017 15:00;92.657,00;35.923,75;3.368,75;31.469,25;1.085,75;56.733,25
11.01.2017 15:00;11.01.2017 16:00;91.727,00;35.494,50;3.330,25;31.704,75;459,50;56.232,50
11.01.2017 16:00;11.01.2017 17:00;91.395,00;35.101,50;3.285,25;31.757,00;59,25;56.293,50
11.01.2017 17:00;11.01.2017 18:00;93.991,00;34.725,00;3.236,00;31.481,00;8,00;59.266,00
11.01.2017 18:00;11.01.2017 19:00;93.606,00;34.347,00;3.233,75;31.105,25;8,00;59.259,00
11.01.2017 19:00;11.01.2017 20:00;91.640,00;34.069,25;3.283,00;30.786,25;0,00;57.570,75
11.01.2017 20:00;11.01.2017 21:00;86.121,00;33.841,25;3.307,25;30.534,00;0,00;52.279,75
11.01.2017 21:00;11.01.2017 22:00;82.292,00;33.826,00;3.320,00;30.506,00;0,00;48.466,00
11.01.2017 22:00;11.01.2017 23:00;79.538,00;33.879,25;3.303,25;30.576,00;0,00;45.658,75
11.01.2017 23:00;12.01.2017 00:00;76.009,00;33.917,25;3.312,25;30.605,00;0,00;42.091,75
12.01.2017 00:00;12.01.2017 01:00;74.022,00;33.538,50;3.446,50;30.092,00;0,00;40.483,50
12.01.2017 01:00;12.01.2017 02:00;71.812,00;33.493,50;3.450,50;30.043,00;0,00;38.318,50
12.01.2017 02:00;12.01.2017 03:00;71.389,00;33.424,25;3.444,25;29.980,00;0,00;37.964,75
12.01.2017 03:00;12.01.2017 04:00;71.286,00;33.426,50;3.444,25;29.982,25;0,00;37.859,50
12.01.2017 04:00;12.01.2017 05:00;71.797,00;33.468,75;3.448,75;30.020,00;0,00;38.328,25
12.01.2017 05:00;12.01.2017 06:00;74.622,00;33.518,00;3.443,25;30.074,75;0,00;41.104,00
12.01.2017 06:00;12.01.2017 07:00;82.564,00;33.440,50;3.439,00;30.001,50;0,00;49.123,50
12.01.2017 07:00;12.01.2017 08:00;88.823,00;33.087,75;3.452,75;29.626,50;8,50;55.735,25
12.01.2017 08:00;12.01.2017 09:00;92.601,00;32.758,50;3.454,25;29.178,00;126,25;59.842,50
12.01.2017 09:00;12.01.2017 10:00;93.658,00;33.218,25;3.457,25;28.922,75;838,25;60.439,75
12.01.2017 10:00;12.01.2017 11:00;94.611,00;34.065,50;3.463,00;28.696,25;1.906,25;60.545,50
12.01.2017 11:00;12.01.2017 12:00;95.163,00;34.660,75;3.471,00;28.447,75;2.742,00;60.502,25
12.01.2017 12:00;12.01.2017 13:00;94.672,00;34.514,50;3.477,00;27.970,25;3.067,25;60.157,50
12.01.2017 13:00;12.01.2017 14:00;93.577,00;33.065,25;3.481,00;26.834,75;2.749,50;60.511,75
12.01.2017 14:00;12.01.2017 15:00;90.902,00;30.366,75;3.481,50;24.992,50;1.892,75;60.535,25
12.01.2017 15:00;12.01.2017 16:00;88.835,00;27.127,75;3.472,75;22.912,50;742,50;61.707,25
12.01.2017 16:00;12.01.2017 17:00;88.417,00;24.460,50;3.440,00;20.933,75;86,75;63.956,50
12.01.2017 17:00;12.01.2017 18:00;90.480,00;22.845,50;3.373,50;19.464,00;8,00;67.634,50
12.01.2017 18:00;12.01.2017 19:00;90.028,00;21.596,25;3.246,75;18.341,50;8,00;68.431,75
12.01.2017 19:00;12.01.2017 20:00;88.514,00;20.477,25;3.023,00;17.454,25;0,00;68.036,75
12.01.2017 20:00;12.01.2017 21:00;84.225,00;19.485,75;2.696,75;16.789,00;0,00;64.739,25
12.01.2017 21:00;12.01.2017 22:00;78.942,00;18.715,75;2.359,00;16.356,75;0,00;60.226,25
12.01.2017 22:00;12.01.2017 23:00;76.041,00;18.209,50;2.063,00;16.146,50;0,00;57.831,50
12.01.2017 23:00;13.01.2017 00:00;72.207,00;18.049,25;1.879,50;16.169,75;0,00;54.157,75
13.01.2017 00:00;13.01.2017 01:00;67.686,00;14.305,00;589,50;13.715,50;0,00;53.381,00
13.01.2017 01:00;13.01.2017 02:00;67.348,00;15.436,75;658,50;14.778,25;0,00;51.911,25
13.01.2017 02:00;13.01.2017 03:00;66.893,00;17.347,00;825,25;16.521,75;0,00;49.546,00
13.01.2017 03:00;13.01.2017 04:00;67.519,00;19.113,00;1.019,75;18.093,25;0,00;48.406,00
13.01.2017 04:00;13.01.2017 05:00;70.833,00;20.524,50;1.222,25;19.302,25;0,00;50.308,50
13.01.2017 05:00;13.01.2017 06:00;74.733,00;22.106,50;1.397,50;20.709,00;0,00;52.626,50
13.01.2017 06:00;13.01.2017 07:00;81.715,00;23.635,75;1.519,25;22.116,50;0,00;58.079,25
13.01.2017 07:00;13.01.2017 08:00;88.602,00;24.433,25;1.645,25;22.779,50;8,50;64.168,75
13.01.2017 08:00;13.01.2017 09:00;91.146,00;24.999,25;1.750,50;23.111,50;137,25;66.146,75
13.01.2017 09:00;13.01.2017 10:00;92.625,00;26.487,75;1.818,25;23.864,25;805,25;66.137,25
13.01.2017 10:00;13.01.2017 11:00;93.059,00;27.637,00;1.843,25;24.105,50;1.688,25;65.422,00
13.01.2017 11:00;13.01.2017 12:00;93.100,00;28.125,50;1.839,00;23.926,50;2.360,00;64.974,50
13.01.2017 12:00;13.01.2017 13:00;93.503,00;28.356,25;1.826,25;23.852,50;2.677,50;65.146,75
13.01.2017 13:00;13.01.2017 14:00;92.271,00;27.709,00;1.802,25;23.404,75;2.502,00;64.562,00
13.01.2017 14:00;13.01.2017 15:00;89.591,00;26.098,00;1.818,25;22.452,00;1.827,75;63.493,00
13.01.2017 15:00;13.01.2017 16:00;87.302,00;24.084,50;1.881,25;21.359,50;843,75;63.217,50
13.01.2017 16:00;13.01.2017 17:00;86.974,00;22.602,00;1.909,75;20.580,00;112,25;64.372,00
13.01.2017 17:00;13.01.2017 18:00;89.447,00;22.455,75;1.929,25;20.518,50;8,00;66.991,25
