Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
13.01.2017 18:00;13.01.2017 19:00;90.260,00;22.834,00;2.027,25;20.798,75;8,00;67.426,00
13.01.2017 19:00;13.01.2017 20:00;88.849,00;22.982,00;2.107,75;20.874,25;0,00;65.867,00
13.01.2017 20:00;13.01.2017 21:00;85.301,00;22.877,75;2.208,50;20.669,25;0,00;62.423,25
13.01.2017 21:00;13.01.2017 22:00;80.363,00;22.887,25;2.313,25;20.574,00;0,00;57.475,75
13.01.2017 22:00;13.01.2017 23:00;78.081,00;22.917,75;2.375,25;20.542,50;0,00;55.163,25
13.01.2017 23:00;14.01.2017 00:00;75.281,00;22.875,00;2.481,00;20.394,00;0,00;52.406,00
14.01.2017 00:00;14.01.2017 01:00;73.431,00;21.609,00;2.733,50;18.875,50;0,00;51.822,00
14.01.2017 01:00;14.01.2017 02:00;72.155,00;21.839,00;2.934,50;18.904,50;0,00;50.316,00
14.01.2017 02:00;14.01.2017 03:00;70.729,00;21.888,50;3.103,25;18.785,25;0,00;48.840,50
14.01.2017 03:00;14.01.2017 04:00;70.502,00;22.142,75;3.149,50;18.993,25;0,00;48.359,25
14.01.2017 04:00;14.01.2017 05:00;69.874,00;22.437,00;3.190,00;19.247,00;0,00;47.437,00
14.01.2017 05:00;14.01.2017 06:00;70.132,00;22.410,50;3.228,00;19.182,50;0,00;47.721,50
14.01.2017 06:00;14.01.2017 07:00;70.524,00;22.491,50;3.262,50;19.229,00;0,00;48.032,50
14.01.2017 07:00;14.01.2017 08:00;74.529,00;22.325,00;3.267,25;19.049,25;8,50;52.204,00
14.01.2017 08:00;14.01.2017 09:00;76.841,00;21.718,75;3.246,25;18.336,00;136,50;55.122,25
14.01.2017 09:00;14.01.2017 10:00;78.755,00;21.866,75;3.234,00;17.726,25;906,50;56.888,25
14.01.2017 10:00;14.01.2017 11:00;80.374,00;22.799,25;3.255,75;17.585,50;1.958,00;57.574,75
14.01.2017 11:00;14.01.2017 12:00;81.881,00;23.900,75;3.298,25;17.936,50;2.666,00;57.980,25
14.01.2017 12:00;14.01.2017 13:00;81.953,00;24.731,00;3.340,50;18.505,50;2.885,00;57.222,00
14.01.2017 13:00;14.01.2017 14:00;80.850,00;25.000,50;3.381,00;19.022,25;2.597,25;55.849,50
14.01.2017 14:00;14.01.2017 15:00;78.497,00;24.484,50;3.391,00;19.233,25;1.860,25;54.012,50
14.01.2017 15:00;14.01.2017 16:00;76.369,00;23.432,25;3.390,00;19.183,25;859,00;52.936,75
14.01.2017 16:00;14.01.2017 17:00;76.411,00;22.651,75;3.392,25;19.136,75;122,75;53.759,25
14.01.2017 17:00;14.01.2017 18:00;79.267,00;22.593,75;3.380,75;19.204,50;8,50;56.673,25
14.01.2017 18:00;14.01.2017 19:00;79.493,00;22.575,25;3.369,00;19.198,25;8,00;56.917,75
14.01.2017 19:00;14.01.2017 20:00;78.212,00;22.279,50;3.367,25;18.912,25;0,00;55.932,50
14.01.2017 20:00;14.01.2017 21:00;74.987,00;21.757,75;3.345,00;18.412,75;0,00;53.229,25
14.01.2017 21:00;14.01.2017 22:00;72.116,00;21.287,00;3.318,50;17.968,50;0,00;50.829,00
14.01.2017 22:00;14.01.2017 23:00;71.156,00;20.763,25;3.293,00;17.470,25;0,00;50.392,75
14.01.2017 23:00;15.01.2017 00:00;69.069,00;20.097,25;3.261,25;16.836,00;0,00;48.971,75
15.01.2017 00:00;15.01.2017 01:00;67.899,00;18.939,75;3.153,75;15.786,00;0,00;48.959,25
15.01.2017 01:00;15.01.2017 02:00;65.366,00;18.332,00;3.077,00;15.255,00;0,00;47.034,00
15.01.2017 02:00;15.01.2017 03:00;63.840,00;17.728,50;2.963,75;14.764,75;0,00;46.111,50
15.01.2017 03:00;15.01.2017 04:00;62.903,00;17.154,00;2.856,25;14.297,75;0,00;45.749,00
15.01.2017 04:00;15.01.2017 05:00;62.130,00;16.420,00;2.744,50;13.675,50;0,00;45.710,00
15.01.2017 05:00;15.01.2017 06:00;61.412,00;15.445,50;2.566,50;12.879,00;0,00;45.966,50
15.01.2017 06:00;15.01.2017 07:00;60.743,00;14.409,25;2.314,75;12.094,50;0,00;46.333,75
15.01.2017 07:00;15.01.2017 08:00;62.638,00;13.209,75;1.998,50;11.202,75;8,50;49.428,25
15.01.2017 08:00;15.01.2017 09:00;63.611,00;12.022,00;1.612,50;10.249,00;160,50;51.589,00
15.01.2017 09:00;15.01.2017 10:00;66.209,00;11.656,75;1.244,75;9.383,25;1.028,75;54.552,25
15.01.2017 10:00;15.01.2017 11:00;69.531,00;11.798,75;966,75;8.599,00;2.233,00;57.732,25
15.01.2017 11:00;15.01.2017 12:00;73.175,00;11.855,50;781,75;7.965,75;3.108,00;61.319,50
15.01.2017 12:00;15.01.2017 13:00;72.765,00;11.688,75;646,50;7.523,50;3.518,75;61.076,25
15.01.2017 13:00;15.01.2017 14:00;69.977,00;10.900,50;561,50;7.023,00;3.316,00;59.076,50
15.01.2017 14:00;15.01.2017 15:00;67.277,00;9.444,75;529,00;6.435,00;2.480,75;57.832,25
15.01.2017 15:00;15.01.2017 16:00;66.720,00;7.674,75;504,00;5.954,00;1.216,75;59.045,25
15.01.2017 16:00;15.01.2017 17:00;69.169,00;6.466,50;469,00;5.809,25;188,25;62.702,50
15.01.2017 17:00;15.01.2017 18:00;73.440,00;6.394,00;450,75;5.934,25;9,00;67.046,00
15.01.2017 18:00;15.01.2017 19:00;74.844,00;6.462,50;424,75;6.029,75;8,00;68.381,50
15.01.2017 19:00;15.01.2017 20:00;73.492,00;6.267,25;401,00;5.866,25;0,00;67.224,75
15.01.2017 20:00;15.01.2017 21:00;71.020,00;5.929,50;375,25;5.554,25;0,00;65.090,50
15.01.2017 21:00;15.01.2017 22:00;67.121,00;5.591,75;365,25;5.226,50;0,00;61.529,25
15.01.2017 22:00;15.01.2017 23:00;67.155,00;5.303,75;371,50;4.932,25;0,00;61.851,25
15.01.2017 23:00;16.01.2017 00:00;64.042,00;5.100,00;394,50;4.705,50;0,00;58.942,00
16.01.2017 00:00;16.01.2017 01:00;64.724,00;3.931,75;238,00;3.693,75;0,00;60.792,25
16.01.2017 01:00;16.01.2017 02:00;63.082,00;3.727,50;201,75;3.525,75;0,00;59.354,50
16.01.2017 02:00;16.01.2017 03:00;63.356,00;3.598,50;172,00;3.426,50;0,00;59.757,50
16.01.2017 03:00;16.01.2017 04:00;63.836,00;3.501,00;140,25;3.360,75;0,00;60.335,00
16.01.2017 04:00;16.01.2017 05:00;65.705,00;3.491,75;117,75;3.374,00;0,00;62.213,25
16.01.2017 05:00;16.01.2017 06:00;70.494,00;3.523,25;114,00;3.409,25;0,00;66.970,75
16.01.2017 06:00;16.01.2017 07:00;79.684,00;3.522,25;110,50;3.411,75;0,00;76.161,75
16.01.2017 07:00;16.01.2017 08:00;85.241,00;3.432,25;109,50;3.314,00;8,75;81.808,75
16.01.2017 08:00;16.01.2017 09:00;88.865,00;3.423,50;112,25;3.086,75;224,50;85.441,50
16.01.2017 09:00;16.01.2017 10:00;90.581,00;4.340,75;116,00;2.816,50;1.408,25;86.240,25
16.01.2017 10:00;16.01.2017 11:00;91.971,00;5.585,50;111,25;2.503,00;2.971,25;86.385,50
16.01.2017 11:00;16.01.2017 12:00;92.805,00;6.408,25;103,25;2.222,75;4.082,25;86.396,75
16.01.2017 12:00;16.01.2017 13:00;92.757,00;6.664,75;100,25;2.090,50;4.474,00;86.092,25
16.01.2017 13:00;16.01.2017 14:00;91.429,00;6.351,00;97,25;2.116,75;4.137,00;85.078,00
16.01.2017 14:00;16.01.2017 15:00;89.879,00;5.578,00;94,00;2.382,50;3.101,50;84.301,00
16.01.2017 15:00;16.01.2017 16:00;87.619,00;4.446,75;87,75;2.792,75;1.566,25;83.172,25
16.01.2017 16:00;16.01.2017 17:00;87.113,00;3.746,75;81,50;3.416,00;249,25;83.366,25
16.01.2017 17:00;16.01.2017 18:00;90.627,00;4.264,25;78,50;4.176,00;9,75;86.362,75
16.01.2017 18:00;16.01.2017 19:00;92.084,00;4.927,50;74,75;4.844,75;8,00;87.156,50
16.01.2017 19:00;16.01.2017 20:00;91.052,00;5.142,50;71,00;5.071,50;0,00;85.909,50
16.01.2017 20:00;16.01.2017 21:00;86.928,00;4.891,50;62,50;4.829,00;0,00;82.036,50
16.01.2017 21:00;16.01.2017 22:00;83.131,00;4.609,25;50,00;4.559,25;0,00;78.521,75
16.01.2017 22:00;16.01.2017 23:00;79.112,00;4.344,25;39,00;4.305,25;0,00;74.767,75
16.01.2017 23:00;17.01.2017 00:00;74.213,00;4.160,00;31,25;4.128,75;0,00;70.053,00
17.01.2017 00:00;17.01.2017 01:00;71.128,00;4.535,50;22,00;4.513,50;0,00;66.592,50
17.01.2017 01:00;17.01.2017 02:00;68.628,00;4.466,50;22,50;4.444,00;0,00;64.161,50
17.01.2017 02:00;17.01.2017 03:00;65.354,00;4.367,50;22,75;4.344,75;0,00;60.986,50
17.01.2017 03:00;17.01.2017 04:00;66.029,00;4.286,50;20,25;4.266,25;0,00;61.742,50
17.01.2017 04:00;17.01.2017 05:00;66.055,00;4.224,00;19,25;4.204,75;0,00;61.831,00
17.01.2017 05:00;17.01.2017 06:00;69.970,00;4.145,25;20,25;4.125,00;0,00;65.824,75
17.01.2017 06:00;17.01.2017 07:00;78.959,00;4.092,75;19,00;4.073,75;0,00;74.866,25
17.01.2017 07:00;17.01.2017 08:00;85.833,00;4.028,25;17,25;4.002,25;8,75;81.804,75
17.01.2017 08:00;17.01.2017 09:00;89.655,00;4.048,50;18,00;3.859,25;171,25;85.606,50
17.01.2017 09:00;17.01.2017 10:00;90.828,00;4.825,50;21,50;3.718,50;1.085,50;86.002,50
17.01.2017 10:00;17.01.2017 11:00;91.787,00;6.095,25;29,75;3.623,75;2.441,75;85.691,75
17.01.2017 11:00;17.01.2017 12:00;92.000,00;7.155,50;49,00;3.572,00;3.534,50;84.844,50
17.01.2017 12:00;17.01.2017 13:00;92.108,00;7.600,75;76,25;3.568,75;3.955,75;84.507,25
17.01.2017 13:00;17.01.2017 14:00;91.469,00;7.365,50;109,75;3.631,50;3.624,25;84.103,50
17.01.2017 14:00;17.01.2017 15:00;89.544,00;6.576,50;149,75;3.739,75;2.687,00;82.967,50
17.01.2017 15:00;17.01.2017 16:00;87.815,00;5.442,50;191,50;3.872,25;1.378,75;82.372,50
17.01.2017 16:00;17.01.2017 17:00;87.774,00;4.562,75;236,75;4.091,00;235,00;83.211,25
17.01.2017 17:00;17.01.2017 18:00;91.075,00;4.689,75;286,00;4.393,75;10,00;86.385,25
17.01.2017 18:00;17.01.2017 19:00;91.571,00;5.046,00;334,50;4.703,50;8,00;86.525,00
17.01.2017 19:00;17.01.2017 20:00;90.396,00;5.228,50;392,75;4.835,75;0,00;85.167,50
17.01.2017 20:00;17.01.2017 21:00;86.870,00;5.275,75;470,50;4.805,25;0,00;81.594,25
17.01.2017 21:00;17.01.2017 22:00;81.661,00;5.390,50;563,25;4.827,25;0,00;76.270,50
17.01.2017 22:00;17.01.2017 23:00;79.494,00;5.557,75;695,75;4.862,00;0,00;73.936,25
17.01.2017 23:00;18.01.2017 00:00;73.787,00;5.780,25;867,75;4.912,50;0,00;68.006,75
18.01.2017 00:00;18.01.2017 01:00;70.977,00;5.651,00;1.135,25;4.515,75;0,00;65.326,00
18.01.2017 01:00;18.01.2017 02:00;68.936,00;5.803,75;1.264,25;4.539,50;0,00;63.132,25
18.01.2017 02:00;18.01.2017 03:00;67.463,00;5.925,50;1.367,75;4.557,75;0,00;61.537,50
18.01.2017 03:00;18.01.2017 04:00;67.115,00;5.978,00;1.464,75;4.513,25;0,00;61.137,00
18.01.2017 04:00;18.01.2017 05:00;67.984,00;5.999,75;1.544,50;4.455,25;0,00;61.984,25
18.01.2017 05:00;18.01.2017 06:00;72.109,00;6.057,50;1.573,00;4.484,50;0,00;66.051,50
18.01.2017 06:00;18.01.2017 07:00;79.701,00;6.096,25;1.584,75;4.511,50;0,00;73.604,75
18.01.2017 07:00;18.01.2017 08:00;88.950,00;6.100,00;1.602,50;4.488,50;9,00;82.850,00
18.01.2017 08:00;18.01.2017 09:00;93.121,00;6.225,25;1.632,50;4.402,75;190,00;86.895,75
18.01.2017 09:00;18.01.2017 10:00;93.730,00;7.151,00;1.688,50;4.265,00;1.197,50;86.579,00
18.01.2017 10:00;18.01.2017 11:00;94.833,00;8.436,25;1.744,75;4.037,75;2.653,75;86.396,75
18.01.2017 11:00;18.01.2017 12:00;95.235,00;9.323,75;1.805,25;3.711,75;3.806,75;85.911,25
18.01.2017 12:00;18.01.2017 13:00;94.659,00;9.594,50;1.862,00;3.444,00;4.288,50;85.064,50
18.01.2017 13:00;18.01.2017 14:00;93.587,00;9.171,25;1.863,50;3.359,00;3.948,75;84.415,75
18.01.2017 14:00;18.01.2017 15:00;91.785,00;8.291,50;1.828,25;3.497,25;2.966,00;83.493,50
18.01.2017 15:00;18.01.2017 16:00;89.692,00;7.033,25;1.773,25;3.712,75;1.547,25;82.658,75
18.01.2017 16:00;18.01.2017 17:00;89.699,00;6.087,50;1.709,00;4.089,50;289,00;83.611,50
18.01.2017 17:00;18.01.2017 18:00;92.813,00;6.262,75;1.644,00;4.608,50;10,25;86.550,25
18.01.2017 18:00;18.01.2017 19:00;93.096,00;6.690,75;1.592,25;5.090,50;8,00;86.405,25
18.01.2017 19:00;18.01.2017 20:00;92.096,00;6.901,75;1.523,50;5.378,25;0,00;85.194,25
18.01.2017 20:00;18.01.2017 21:00;86.695,00;6.874,25;1.441,25;5.433,00;0,00;79.820,75
18.01.2017 21:00;18.01.2017 22:00;81.416,00;6.750,25;1.374,00;5.376,25;0,00;74.665,75
18.01.2017 22:00;18.01.2017 23:00;78.430,00;6.584,25;1.297,25;5.287,00;0,00;71.845,75
18.01.2017 23:00;19.01.2017 00:00;75.065,00;6.461,50;1.228,50;5.233,00;0,00;68.603,50
19.01.2017 00:00;19.01.2017 01:00;71.049,00;6.638,75;1.365,25;5.273,50;0,00;64.410,25
19.01.2017 01:00;19.01.2017 02:00;69.040,00;6.492,00;1.291,25;5.200,75;0,00;62.548,00
19.01.2017 02:00;19.01.2017 03:00;67.476,00;6.290,00;1.200,50;5.089,50;0,00;61.186,00
19.01.2017 03:00;19.01.2017 04:00;67.099,00;6.103,25;1.113,25;4.990,00;0,00;60.995,75
19.01.2017 04:00;19.01.2017 05:00;68.174,00;6.029,50;1.057,00;4.972,50;0,00;62.144,50
19.01.2017 05:00;19.01.2017 06:00;72.149,00;6.050,75;1.052,50;4.998,25;0,00;66.098,25
19.01.2017 06:00;19.01.2017 07:00;80.162,00;6.076,50;1.051,00;5.025,50;0,00;74.085,50
19.01.2017 07:00;19.01.2017 08:00;87.805,00;6.021,50;1.050,00;4.962,50;9,00;81.783,50
19.01.2017 08:00;19.01.2017 09:00;91.815,00;6.178,25;1.033,25;4.837,25;307,75;85.636,75
19.01.2017 09:00;19.01.2017 10:00;92.714,00;7.346,50;1.007,00;4.660,50;1.679,00;85.367,50
19.01.2017 10:00;19.01.2017 11:00;94.108,00;8.838,75;980,50;4.399,00;3.459,25;85.269,25
19.01.2017 11:00;19.01.2017 12:00;94.667,00;9.743,00;945,25;4.057,50;4.740,25;84.924,00
19.01.2017 12:00;19.01.2017 13:00;94.528,00;9.809,75;929,50;3.672,75;5.207,50;84.718,25
19.01.2017 13:00;19.01.2017 14:00;93.328,00;9.074,50;908,25;3.372,25;4.794,00;84.253,50
19.01.2017 14:00;19.01.2017 15:00;91.332,00;7.733,75;846,50;3.252,75;3.634,50;83.598,25
19.01.2017 15:00;19.01.2017 16:00;89.207,00;6.003,25;772,00;3.264,25;1.967,00;83.203,75
19.01.2017 16:00;19.01.2017 17:00;88.271,00;4.579,50;706,25;3.477,00;396,25;83.691,50
19.01.2017 17:00;19.01.2017 18:00;90.312,00;4.530,25;661,75;3.856,75;11,75;85.781,75
19.01.2017 18:00;19.01.2017 19:00;91.515,00;4.841,50;629,25;4.204,25;8,00;86.673,50
19.01.2017 19:00;19.01.2017 20:00;90.160,00;4.972,00;583,50;4.388,50;0,00;85.188,00
19.01.2017 20:00;19.01.2017 21:00;85.363,00;5.004,00;572,75;4.431,25;0,00;80.359,00
19.01.2017 21:00;19.01.2017 22:00;79.113,00;5.052,00;574,00;4.478,00;0,00;74.061,00
19.01.2017 22:00;19.01.2017 23:00;76.751,00;5.056,75;572,25;4.484,50;0,00;71.694,25
19.01.2017 23:00;20.01.2017 00:00;73.482,00;5.030,00;572,50;4.457,50;0,00;68.452,00
20.01.2017 00:00;20.01.2017 01:00;70.102,00;5.645,00;634,00;5.011,00;0,00;64.457,00
20.01.2017 01:00;20.01.2017 02:00;68.186,00;5.584,50;624,00;4.960,50;0,00;62.601,50
20.01.2017 02:00;20.01.2017 03:00;66.799,00;5.489,50;602,00;4.887,50;0,00;61.309,50
20.01.2017 03:00;20.01.2017 04:00;66.620,00;5.390,50;568,25;4.822,25;0,00;61.229,50
20.01.2017 04:00;20.01.2017 05:00;67.379,00;5.278,50;546,50;4.732,00;0,00;62.100,50
20.01.2017 05:00;20.01.2017 06:00;70.978,00;5.154,50;526,75;4.627,75;0,00;65.823,50
20.01.2017 06:00;20.01.2017 07:00;78.660,00;4.970,75;509,25;4.461,50;0,00;73.689,25
20.01.2017 07:00;20.01.2017 08:00;87.775,00;4.772,75;482,25;4.280,75;9,75;83.002,25
20.01.2017 08:00;20.01.2017 09:00;91.469,00;4.877,25;452,00;4.052,75;372,50;86.591,75
20.01.2017 09:00;20.01.2017 10:00;93.225,00;6.232,50;445,25;3.821,25;1.966,00;86.992,50
20.01.2017 10:00;20.01.2017 11:00;94.554,00;7.767,00;450,75;3.461,25;3.855,00;86.787,00
20.01.2017 11:00;20.01.2017 12:00;94.826,00;8.770,25;449,25;3.058,75;5.262,25;86.055,75
20.01.2017 12:00;20.01.2017 13:00;94.836,00;9.079,25;444,00;2.789,50;5.845,75;85.756,75
20.01.2017 13:00;20.01.2017 14:00;92.830,00;8.494,50;437,00;2.646,00;5.411,50;84.335,50
20.01.2017 14:00;20.01.2017 15:00;89.812,00;7.196,75;430,75;2.683,00;4.083,00;82.615,25
20.01.2017 15:00;20.01.2017 16:00;87.377,00;5.447,75;425,50;2.843,25;2.179,00;81.929,25
20.01.2017 16:00;20.01.2017 17:00;87.805,00;4.022,25;418,25;3.147,50;456,50;83.782,75
20.01.2017 17:00;20.01.2017 18:00;89.510,00;3.989,25;410,00;3.567,25;12,00;85.520,75
20.01.2017 18:00;20.01.2017 19:00;90.079,00;4.364,75;405,25;3.951,50;8,00;85.714,25
20.01.2017 19:00;20.01.2017 20:00;88.911,00;4.497,00;398,50;4.098,50;0,00;84.414,00
20.01.2017 20:00;20.01.2017 21:00;83.144,00;4.376,50;373,00;4.003,50;0,00;78.767,50
20.01.2017 21:00;20.01.2017 22:00;77.601,00;4.199,25;347,00;3.852,25;0,00;73.401,75
20.01.2017 22:00;20.01.2017 23:00;75.406,00;4.044,00;323,75;3.720,25;0,00;71.362,00
20.01.2017 23:00;21.01.2017 00:00;73.000,00;3.928,75;309,50;3.619,25;0,00;69.071,25
21.01.2017 00:00;21.01.2017 01:00;70.255,00;3.919,50;263,75;3.655,75;0,00;66.335,50
21.01.2017 01:00;21.01.2017 02:00;68.088,00;3.691,00;251,00;3.440,00;0,00;64.397,00
21.01.2017 02:00;21.01.2017 03:00;67.331,00;3.529,25;231,75;3.297,50;0,00;63.801,75
21.01.2017 03:00;21.01.2017 04:00;66.284,00;3.370,25;213,50;3.156,75;0,00;62.913,75
21.01.2017 04:00;21.01.2017 05:00;66.265,00;3.193,00;195,50;2.997,50;0,00;63.072,00
21.01.2017 05:00;21.01.2017 06:00;65.983,00;2.975,75;170,50;2.805,25;0,00;63.007,25
21.01.2017 06:00;21.01.2017 07:00;67.965,00;2.759,50;140,75;2.618,75;0,00;65.205,50
21.01.2017 07:00;21.01.2017 08:00;71.117,00;2.657,50;117,50;2.529,50;10,50;68.459,50
21.01.2017 08:00;21.01.2017 09:00;74.429,00;3.138,50;91,50;2.504,50;542,50;71.290,50
21.01.2017 09:00;21.01.2017 10:00;78.979,00;5.116,50;67,75;2.443,50;2.605,25;73.862,50
21.01.2017 10:00;21.01.2017 11:00;82.121,00;7.179,75;48,75;2.145,25;4.985,75;74.941,25
21.01.2017 11:00;21.01.2017 12:00;83.919,00;8.440,00;40,50;1.697,25;6.702,25;75.479,00
21.01.2017 12:00;21.01.2017 13:00;84.202,00;8.788,50;34,00;1.355,50;7.399,00;75.413,50
21.01.2017 13:00;21.01.2017 14:00;83.390,00;8.128,25;33,00;1.182,50;6.912,75;75.261,75
21.01.2017 14:00;21.01.2017 15:00;80.356,00;6.557,75;35,50;1.250,00;5.272,25;73.798,25
21.01.2017 15:00;21.01.2017 16:00;76.967,00;4.307,25;39,00;1.419,00;2.849,25;72.659,75
21.01.2017 16:00;21.01.2017 17:00;76.851,00;2.460,25;49,25;1.784,25;626,75;74.390,75
21.01.2017 17:00;21.01.2017 18:00;81.239,00;2.443,00;65,50;2.365,00;12,50;78.796,00
21.01.2017 18:00;21.01.2017 19:00;82.353,00;3.057,25;91,25;2.958,00;8,00;79.295,75
21.01.2017 19:00;21.01.2017 20:00;80.334,00;3.515,25;127,25;3.388,00;0,00;76.818,75
21.01.2017 20:00;21.01.2017 21:00;75.660,00;3.749,25;165,00;3.584,25;0,00;71.910,75
21.01.2017 21:00;21.01.2017 22:00;72.666,00;3.919,25;204,00;3.715,25;0,00;68.746,75
21.01.2017 22:00;21.01.2017 23:00;71.770,00;4.021,00;244,50;3.776,50;0,00;67.749,00
21.01.2017 23:00;22.01.2017 00:00;69.830,00;4.016,50;287,75;3.728,75;0,00;65.813,50
22.01.2017 00:00;22.01.2017 01:00;65.746,00;4.371,25;428,25;3.943,00;0,00;61.374,75
22.01.2017 01:00;22.01.2017 02:00;64.169,00;4.139,25;433,25;3.706,00;0,00;60.029,75
22.01.2017 02:00;22.01.2017 03:00;62.449,00;3.974,25;405,50;3.568,75;0,00;58.474,75
22.01.2017 03:00;22.01.2017 04:00;61.543,00;3.848,75;387,75;3.461,00;0,00;57.694,25
22.01.2017 04:00;22.01.2017 05:00;61.350,00;3.835,00;384,00;3.451,00;0,00;57.515,00
22.01.2017 05:00;22.01.2017 06:00;60.646,00;3.817,25;372,75;3.444,50;0,00;56.828,75
22.01.2017 06:00;22.01.2017 07:00;60.954,00;3.821,25;361,00;3.460,25;0,00;57.132,75
22.01.2017 07:00;22.01.2017 08:00;62.752,00;3.783,75;336,50;3.436,25;11,00;58.968,25
22.01.2017 08:00;22.01.2017 09:00;65.729,00;4.153,50;299,75;3.261,75;592,00;61.575,50
22.01.2017 09:00;22.01.2017 10:00;70.887,00;6.174,00;261,75;2.951,00;2.961,25;64.713,00
22.01.2017 10:00;22.01.2017 11:00;75.024,00;8.499,25;218,75;2.473,00;5.807,50;66.524,75
22.01.2017 11:00;22.01.2017 12:00;78.207,00;10.068,25;179,75;1.951,25;7.937,25;68.138,75
22.01.2017 12:00;22.01.2017 13:00;78.510,00;10.534,75;138,00;1.622,25;8.774,50;67.975,25
22.01.2017 13:00;22.01.2017 14:00;75.785,00;9.895,00;102,50;1.550,50;8.242,00;65.890,00
22.01.2017 14:00;22.01.2017 15:00;72.607,00;8.067,25;75,25;1.690,50;6.301,50;64.539,75
22.01.2017 15:00;22.01.2017 16:00;70.360,00;5.332,75;57,75;1.953,75;3.321,25;65.027,25
22.01.2017 16:00;22.01.2017 17:00;71.414,00;3.125,50;55,00;2.361,75;708,75;68.288,50
22.01.2017 17:00;22.01.2017 18:00;75.562,00;2.903,75;66,00;2.821,00;16,75;72.658,25
22.01.2017 18:00;22.01.2017 19:00;76.960,00;3.301,00;85,00;3.208,00;8,00;73.659,00
22.01.2017 19:00;22.01.2017 20:00;75.742,00;3.512,50;117,25;3.395,25;0,00;72.229,50
22.01.2017 20:00;22.01.2017 21:00;73.252,00;3.582,00;169,25;3.412,75;0,00;69.670,00
22.01.2017 21:00;22.01.2017 22:00;70.868,00;3.583,25;234,25;3.349,00;0,00;67.284,75
22.01.2017 22:00;22.01.2017 23:00;71.423,00;3.550,75;303,75;3.247,00;0,00;67.872,25
22.01.2017 23:00;23.01.2017 00:00;68.461,00;3.570,75;381,00;3.189,75;0,00;64.890,25
23.01.2017 00:00;23.01.2017 01:00;67.352,00;3.061,00;136,75;2.924,25;0,00;64.291,00
23.01.2017 01:00;23.01.2017 02:00;66.015,00;3.138,00;172,25;2.965,75;0,00;62.877,00
23.01.2017 02:00;23.01.2017 03:00;65.544,00;3.205,25;209,25;2.996,00;0,00;62.338,75
23.01.2017 03:00;23.01.2017 04:00;65.838,00;3.291,25;237,75;3.053,50;0,00;62.546,75
23.01.2017 04:00;23.01.2017 05:00;67.622,00;3.379,50;276,25;3.103,25;0,00;64.242,50
23.01.2017 05:00;23.01.2017 06:00;72.031,00;3.448,50;351,25;3.097,25;0,00;68.582,50
23.01.2017 06:00;23.01.2017 07:00;81.164,00;3.535,75;434,75;3.101,00;0,00;77.628,25
23.01.2017 07:00;23.01.2017 08:00;87.024,00;3.544,50;511,75;3.021,25;11,50;83.479,50
23.01.2017 08:00;23.01.2017 09:00;92.281,00;4.045,75;582,75;2.917,50;545,50;88.235,25
23.01.2017 09:00;23.01.2017 10:00;95.225,00;6.040,50;658,25;2.941,25;2.441,00;89.184,50
23.01.2017 10:00;23.01.2017 11:00;96.839,00;8.280,75;731,25;2.967,25;4.582,25;88.558,25
23.01.2017 11:00;23.01.2017 12:00;97.345,00;9.689,50;814,25;2.826,75;6.048,50;87.655,50
23.01.2017 12:00;23.01.2017 13:00;96.113,00;10.006,25;886,75;2.605,75;6.513,75;86.106,75
23.01.2017 13:00;23.01.2017 14:00;95.567,00;9.443,25;912,50;2.516,00;6.014,75;86.123,75
23.01.2017 14:00;23.01.2017 15:00;93.089,00;7.911,25;844,50;2.572,25;4.494,50;85.177,75
23.01.2017 15:00;23.01.2017 16:00;90.493,00;5.810,75;755,75;2.727,00;2.328,00;84.682,25
23.01.2017 16:00;23.01.2017 17:00;88.106,00;4.183,25;679,50;2.990,25;513,50;83.922,75
23.01.2017 17:00;23.01.2017 18:00;91.371,00;3.894,75;608,00;3.274,25;12,50;87.476,25
23.01.2017 18:00;23.01.2017 19:00;92.367,00;4.144,00;546,25;3.589,75;8,00;88.223,00
23.01.2017 19:00;23.01.2017 20:00;90.633,00;4.261,25;489,25;3.772,00;0,00;86.371,75
23.01.2017 20:00;23.01.2017 21:00;85.658,00;4.209,75;459,25;3.750,50;0,00;81.448,25
23.01.2017 21:00;23.01.2017 22:00;81.810,00;4.169,75;434,75;3.735,00;0,00;77.640,25
23.01.2017 22:00;23.01.2017 23:00;78.537,00;4.139,75;416,50;3.723,25;0,00;74.397,25
23.01.2017 23:00;24.01.2017 00:00;74.675,00;4.118,00;403,75;3.714,25;0,00;70.557,00
24.01.2017 00:00;24.01.2017 01:00;68.562,00;2.264,25;172,00;2.092,25;0,00;66.297,75
24.01.2017 01:00;24.01.2017 02:00;66.794,00;2.004,75;156,00;1.848,75;0,00;64.789,25
24.01.2017 02:00;24.01.2017 03:00;66.246,00;1.769,25;136,50;1.632,75;0,00;64.476,75
24.01.2017 03:00;24.01.2017 04:00;65.856,00;1.555,25;127,50;1.427,75;0,00;64.300,75
24.01.2017 04:00;24.01.2017 05:00;66.322,00;1.400,50;125,00;1.275,50;0,00;64.921,50
